word_us,word_gb,lexical_category,cefr,definition_url_oxford,definition_url_cambridge,ipa_us,ipa_gb,definition,example,audio_source_us,audio_source_gb
accuracy,accuracy,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/accuracy,https://dictionary.cambridge.org/dictionary/english/accuracy,"[""/ˈækjərəsi/""]","[""/ˈækjərəsi/""]",the state of being exact or correct; the ability to do something with skill and without making mistakes,They questioned the accuracy of the information in the file.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acc/accur/accuracy__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accur/accuracy__gb_1.ogg""]"
accurate,accurate,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/accurate,https://dictionary.cambridge.org/dictionary/english/accurate,"[""/ˈækjərət/""]","[""/ˈækjərət/""]",correct and true in every detail,an accurate description/picture of something,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acc/accur/accurate__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accur/accurate__gb_3.ogg""]"
accurately,accurately,adverb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/accurately,https://dictionary.cambridge.org/dictionary/english/accurately,"[""/ˈækjərətli/""]","[""/ˈækjərətli/""]",in a way that is correct and true in every detail,The article accurately reflects public opinion.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acc/accur/accurately__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accur/accurately__gb_1.ogg""]"
accusation,accusation,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/accusation,https://dictionary.cambridge.org/dictionary/english/accusation,"[""/ˌækjuˈzeɪʃn/""]","[""/ˌækjuˈzeɪʃn/""]",a statement saying that you think a person is guilty of doing something wrong or illegal; the fact of accusing somebody,I don't want to make an accusation until I have some proof.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acc/accus/accusation__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accus/accusation__gb_1.ogg""]"
accuse,accuse,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/accuse,https://dictionary.cambridge.org/dictionary/english/accuse,"[""/əˈkjuːz/""]","[""/əˈkjuːz/""]",to say that somebody has done something wrong or is guilty of something,to accuse somebody of murder/a crime,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acc/accus/accuse__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accus/accuse__gb_1.ogg""]"
the accused,the accused,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/the-accused,https://dictionary.cambridge.org/dictionary/english/accused,"[""/ði əˈkjuːzd/""]","[""/ði əˈkjuːzd/""]",a person who is on trial for committing a crime,The accused was found innocent.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/the_a/the_accused_1_us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acc/accus/accused_the_1_gb_1.ogg""]"
achieve,achieve,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/achieve,https://dictionary.cambridge.org/dictionary/english/achieve,"[""/əˈtʃiːv/""]","[""/əˈtʃiːv/""]","to succeed in reaching a particular goal, status or standard, especially by making an effort for a long time",He had finally achieved success .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ach/achie/achieve__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ach/achie/achieve__gb_2.ogg""]"
achievement,achievement,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/achievement,https://dictionary.cambridge.org/dictionary/english/achievement,"[""/əˈtʃiːvmənt/""]","[""/əˈtʃiːvmənt/""]","a thing that somebody has done successfully, especially using their own effort and skill",the greatest scientific achievement of the decade,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ach/achie/achievement__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ach/achie/achievement__gb_1.ogg""]"
acid,acid,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/acid_2,https://dictionary.cambridge.org/dictionary/english/acid,"[""/ˈæsɪd/""]","[""/ˈæsɪd/""]",that contains acid or has the essential characteristics of an acid ; that has a pH of less than seven,"Rye is tolerant of poor, acid soils.","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aci/acid_/acid__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aci/acid_/acid__gb_1.ogg""]"
acid,acid,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/acid_1,https://dictionary.cambridge.org/dictionary/english/acid,"[""/ˈæsɪd/""]","[""/ˈæsɪd/""]","a chemical, usually a liquid, that contains hydrogen and has a pH of less than seven. The hydrogen can be replaced by a metal to form a salt. Acids usually have a bitter sharp taste and can often burn holes in or damage things they touch.",The acid burned a hole in her coat.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aci/acid_/acid__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aci/acid_/acid__gb_1.ogg""]"
acknowledge,acknowledge,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/acknowledge,https://dictionary.cambridge.org/dictionary/english/acknowledge,"[""/əkˈnɑːlɪdʒ/""]","[""/əkˈnɒlɪdʒ/""]",to accept that something is true,She refuses to acknowledge the need for reform.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ack/ackno/acknowledge__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ack/ackno/acknowledge__gb_2.ogg""]"
acquire,acquire,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/acquire,https://dictionary.cambridge.org/dictionary/english/acquire,"[""/əˈkwaɪər/""]","[""/əˈkwaɪə(r)/""]","to gain something by your own efforts, ability or behaviour",She has acquired a good knowledge of English.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acq/acqui/acquire__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acq/acqui/acquire__gb_2.ogg""]"
acquisition,acquisition,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/acquisition,https://dictionary.cambridge.org/dictionary/english/acquisition,"[""/ˌækwɪˈzɪʃn/""]","[""/ˌækwɪˈzɪʃn/""]","the act of getting something, especially knowledge, a skill, etc.",theories of child language acquisition,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acq/acqui/acquisition__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acq/acqui/acquisition__gb_1.ogg""]"
acre,acre,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/acre,https://dictionary.cambridge.org/dictionary/english/acre,"[""/ˈeɪkər/""]","[""/ˈeɪkə(r)/""]",a unit for measuring an area of land; 4 840 square yards or about 4 050 square metres,3 000 acres of parkland,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acre_/acre__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acre_/acre__gb_1.ogg""]"
across,across,adverb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/across_2,https://dictionary.cambridge.org/dictionary/english/across,"[""/əˈkrɔːs/""]","[""/əˈkrɒs/""]",from one side to the other side,It's too wide. We can't swim across.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acros/across__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acros/across__gb_1.ogg""]"
across,across,preposition,a1,https://www.oxfordlearnersdictionaries.com/definition/english/across_1,https://dictionary.cambridge.org/dictionary/english/across,"[""/əˈkrɔːs/""]","[""/əˈkrɒs/""]",from one side to the other side of something,He walked across the field.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acros/across__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acros/across__gb_1.ogg""]"
act,act,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/act_2,https://dictionary.cambridge.org/dictionary/english/act,"[""/ækt/""]","[""/ækt/""]",a particular thing that somebody does,You have committed a serious criminal act .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/act__/act__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/act__/act__gb_2.ogg""]"
act,act,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/act_1,https://dictionary.cambridge.org/dictionary/english/act,"[""/ækt/""]","[""/ækt/""]",to do something for a particular purpose or in order to deal with a situation,It is vital that we act to stop the destruction of the rainforests.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/act__/act__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/act__/act__gb_2.ogg""]"
action,action,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/action_1,https://dictionary.cambridge.org/dictionary/english/action,"[""/ˈækʃn/""]","[""/ˈækʃn/""]",the process of doing something in order to make something happen or to deal with a situation,The time has come for action if these beautiful animals are to survive.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actio/action__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actio/action__gb_1.ogg""]"
activate,activate,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/activate,https://dictionary.cambridge.org/dictionary/english/activate,"[""/ˈæktɪveɪt/""]","[""/ˈæktɪveɪt/""]",to make something such as a device or chemical process start working,The burglar alarm is activated by movement.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activate__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activate__gb_1.ogg""]"
activation,activation,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/activation,https://dictionary.cambridge.org/dictionary/english/activation,"[""/ˌæktɪˈveɪʃn/""]","[""/ˌæktɪˈveɪʃn/""]",the act of making something such as a device or chemical process start working,The activation of several target genes results in two major effects.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activation__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activation__gb_1.ogg""]"
active,active,adjective,a2,https://www.oxfordlearnersdictionaries.com/definition/english/active_1,https://dictionary.cambridge.org/dictionary/english/active,"[""/ˈæktɪv/""]","[""/ˈæktɪv/""]","always busy doing things, especially physical activities",Staying physically active in later years can also keep you feeling younger.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/active__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/active__gb_2.ogg""]"
activist,activist,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/activist,https://dictionary.cambridge.org/dictionary/english/activist,"[""/ˈæktɪvɪst/""]","[""/ˈæktɪvɪst/""]","a person who works to achieve political or social change, especially as a member of an organization with particular aims",human/civil/animal rights activists,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activist__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activist__gb_1.ogg""]"
activity,activity,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/activity,https://dictionary.cambridge.org/dictionary/english/activity,"[""/ækˈtɪvəti/""]","[""/ækˈtɪvəti/""]",a thing that you do for interest or pleasure,leisure/outdoor/recreational activities,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activity__us_4.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activity__gb_5.ogg""]"
actor,actor,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/actor,https://dictionary.cambridge.org/dictionary/english/actor,"[""/ˈæktər/""]","[""/ˈæktə(r)/""]","a person who performs on the stage, on television or in films, especially as a profession",Both lead actors (= the ones who play the main parts) are outstanding.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actor/actor__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actor/actor__gb_2.ogg""]"
actress,actress,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/actress,https://dictionary.cambridge.org/dictionary/english/actress,"[""/ˈæktrəs/""]","[""/ˈæktrəs/""]","a woman who performs on the stage, on television or in films, especially as a profession",The Oscar-winning actress has taken a break from acting.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actre/actress__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actre/actress__gb_1.ogg""]"
actual,actual,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/actual,https://dictionary.cambridge.org/dictionary/english/actual,"[""/ˈæktʃuəl/""]","[""/ˈæktʃuəl/""]",used to emphasize something that is real or exists in fact,James looks younger than his wife but in actual fact (= really) he is five years older.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actua/actual__us_1_rr.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actua/actual__gb_1.ogg""]"
actually,actually,adverb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/actually,https://dictionary.cambridge.org/dictionary/english/actually,"[""/ˈæktʃuəli/""]","[""/ˈæktʃuəli/""]","used in speaking to emphasize a fact or a comment, or that something is really true",What did she actually say?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actua/actually__us_1_rr.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actua/actually__gb_5.ogg""]"
acute,acute,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/acute,https://dictionary.cambridge.org/dictionary/english/acute,"[""/əˈkjuːt/""]","[""/əˈkjuːt/""]",very serious or severe,There is an acute shortage of water.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acu/acute/acute__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acu/acute/acute__gb_1.ogg""]"
ad,ad,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/ad_1,https://dictionary.cambridge.org/dictionary/english/ad,"[""/æd/""]","[""/æd/""]","a notice, picture or film telling people about a product, job or service",The TV ads were first run last year.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ad_/ad__u/ad__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ad_/ad__g/ad__gb_2.ogg""]"
adapt,adapt,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/adapt,https://dictionary.cambridge.org/dictionary/english/adapt,"[""/əˈdæpt/""]","[""/əˈdæpt/""]",to change your behaviour in order to deal more successfully with a new situation,It's amazing how soon you adapt.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ada/adapt/adapt__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ada/adapt/adapt__gb_2.ogg""]"
adaptation,adaptation,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/adaptation,https://dictionary.cambridge.org/dictionary/english/adaptation,"[""/ˌædæpˈteɪʃn/""]","[""/ˌædæpˈteɪʃn/""]","the action or process of changing something, or of being changed, to suit a new purpose or situation",the adaptation of buildings for military purposes,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ada/adapt/adaptation__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ada/adapt/adaptation__gb_1.ogg""]"
add,add,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/add_1,https://dictionary.cambridge.org/dictionary/english/add,"[""/æd/""]","[""/æd/""]","to put something together with something else so as to increase the size, number, amount, etc.",Next add the flour.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/add__/add__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/add__/add__gb_2.ogg""]"
