word,cefr,pos,list,definition,example,phonetic,audio_url,source,audio_source
container,b1,noun,oxford_3000_5000,"a box, bottle, etc. in which something can be stored or transported",a plastic container,/kənˈteɪnə(r)/,data/audio/oxford/xcontainer__us_2.ogg,oxford,oxford
contemplate,c1,verb,oxford_3000_5000,"to think about whether you should do something, or how you should do something","contemplate something, You're too young to be contemplating retirement.",/ˈkɒntəmpleɪt/,data/audio/oxford/xcontemplate__us_1.ogg,oxford,oxford
contemporary,b2,adjective,oxford_3000_5000,belonging to the same time,We have no contemporary account of the battle (= written near the time that it happened).,/kənˈtemprəri/,data/audio/oxford/xcontemporary__us_1.ogg,oxford,oxford
contempt,c1,noun,oxford_3000_5000,the feeling that somebody/something is without value and deserves no respect at all,"with contempt, She looked at him with contempt.",/kənˈtempt/,data/audio/oxford/xcontempt__us_1.ogg,oxford,oxford
contend,c1,verb,oxford_3000_5000,"to say that something is true, especially in an argument",I would contend that the minister's thinking is flawed on this point.,/kənˈtend/,data/audio/oxford/xcontend__us_1.ogg,oxford,oxford
contender,c1,noun,oxford_3000_5000,a person or team with a chance of winning a competition,"contender (for something), a contender for a gold medal in the Olympics",/kənˈtendə(r)/,data/audio/oxford/xcontender__us_1.ogg,oxford,oxford
content,c1,adjective,oxford_3000_5000,happy and satisfied with what you have,"He seemed more content, less bitter.",/kənˈtent/,data/audio/oxford/xcontent__us_2.ogg,oxford,oxford
content,b1,noun,oxford_3000_5000,the things that are contained in something,He tipped the contents of the bag onto the table.,/ˈkɒntent/,data/audio/oxford/xcontent__us_1.ogg,oxford,oxford
contention,c1,noun,oxford_3000_5000,anger between people who disagree,One area of contention is the availability of nursery care.,/kənˈtenʃn/,data/audio/oxford/xcontention__us_1.ogg,oxford,oxford
contest,b2,noun,oxford_3000_5000,a competition in which people try to win something,to hold a singing/talent contest,/ˈkɒntest/,data/audio/oxford/xcontest__us_1.ogg,oxford,oxford
contest,b2,verb,oxford_3000_5000,"to take part in a competition, election, etc. and try to win it",Three candidates contested the leadership.,/kənˈtest/,data/audio/oxford/xcontest__us_2.ogg,oxford,oxford
context,a2,noun,oxford_3000_5000,the situation in which something happens and that helps you to understand it,Such databases are being used in a wide range of contexts.,/ˈkɒntekst/,data/audio/oxford/xcontext__us_1.ogg,oxford,oxford
continent,a2,noun,oxford_3000_5000,"one of the large land masses of the earth such as Europe, Asia or Africa",the continent of Africa,/ˈkɒntɪnənt/,data/audio/oxford/xcontinent__us_2_rr.ogg,oxford,oxford
continually,c1,adverb,oxford_3000_5000,in a way that is repeated many times so that it is annoying,They argue continually about money.,/kənˈtɪnjuəli/,data/audio/oxford/xcontinually__us_1.ogg,oxford,oxford
continue,a2,verb,oxford_3000_5000,to keep existing or happening without stopping,"If the current trend continues, that number will increase 165 per cent by 2050.",/kənˈtɪnjuː/,data/audio/oxford/xcontinue__us_1.ogg,oxford,oxford
continuous,b1,adjective,oxford_3000_5000,happening or existing for a period of time without being interrupted,Recovery after the accident will be a continuous process that may take several months.,/kənˈtɪnjuəs/,data/audio/oxford/xcontinuous__us_1.ogg,oxford,oxford
contract,b2,noun,oxford_3000_5000,an official written agreement,All employees have a written contract of employment.,/ˈkɒntrækt/,data/audio/oxford/xcontract__us_1.ogg,oxford,oxford
contract,b2,verb,oxford_3000_5000,to become less or smaller; to make something become less or smaller,Glass contracts as it cools.,/kənˈtrækt/,data/audio/oxford/xcontract__us_2.ogg,oxford,oxford
contractor,c1,noun,oxford_3000_5000,a person or company that has a contract to do work or provide goods or services for another company,a building/roofing/electrical contractor,/kənˈtræktə(r)/,data/audio/oxford/xcontractor__us_2.ogg,oxford,oxford
contradiction,c1,noun,oxford_3000_5000,"a lack of agreement between facts, opinions, actions, etc.","contradiction (between A and B), There is a contradiction between the two sets of figures.",/ˌkɒntrəˈdɪkʃn/,data/audio/oxford/xcontradiction__us_1.ogg,oxford,oxford
contrary,c1,adjective,oxford_3000_5000,Opposite; in an opposite direction; in opposition; adverse.,contrary winds,/ˈkɑntɹɛɹi/,data/audio/oxford/xcontrary__us_1.ogg,fallback:dictionaryapi.dev,oxford
contrary,c1,noun,oxford_3000_5000,"the opposite fact, event or situation",In the end the contrary was proved true: he was innocent and she was guilty.,/ˈkɒntrəri/,data/audio/oxford/xcontrary__us_1.ogg,oxford,oxford
contrast,b1,noun,oxford_3000_5000,a difference between two or more people or things that you can see clearly when they are compared or put close together; the fact of comparing two or more things in order to show the differences between them,The two cities make an interesting contrast.,/ˈkɒntrɑːst/,data/audio/oxford/xcontrast__us_1.ogg,oxford,oxford
contrast,b1,verb,oxford_3000_5000,to compare two things in order to show the differences between them,"contrast A and B, The poem contrasts youth and age.",/kənˈtrɑːst/,data/audio/oxford/xcontrast__us_1_rr.ogg,oxford,oxford
contribute,b2,verb,oxford_3000_5000,"to give something, especially money or goods, to help achieve or provide something",Do you wish to contribute?,/kənˈtrɪbjuːt/,data/audio/oxford/xcontribute__us_1.ogg,oxford,oxford
contribution,b2,noun,oxford_3000_5000,a gift or payment that is made to a person or an organization in order to help pay for something,All contributions will be gratefully received.,/ˌkɒntrɪˈbjuːʃn/,data/audio/oxford/xcontribution__us_1.ogg,oxford,oxford
contributor,c1,noun,oxford_3000_5000,"a person who writes articles for a magazine, book or website, or who talks on a radio or television programme or at a meeting",a regular contributor to this magazine,/kənˈtrɪbjətə(r)/,data/audio/oxford/xcontributor__us_1.ogg,oxford,oxford
control,a2,noun,oxford_3000_5000,"the power to make decisions about how a country, an area, an organization, etc. is run","control of somebody/something, The party expects to gain control of the council in the next election.",/kənˈtrəʊl/,data/audio/oxford/xcontrol__us_3.ogg,oxford,oxford
control,a2,verb,oxford_3000_5000,"to have power over a person, company, country, etc. so that you are able to decide what they must do or how it is run",By the age of 21 he controlled the company.,/kənˈtrəʊl/,data/audio/oxford/xcontrol__us_3.ogg,oxford,oxford
controversial,b2,adjective,oxford_3000_5000,causing a lot of angry public discussion and disagreement,a highly controversial topic,/ˌkɒntrəˈvɜːʃl/,data/audio/oxford/xcontroversial__us_1.ogg,oxford,oxford
controversy,b2,noun,oxford_3000_5000,"public discussion and argument about something that many people strongly disagree about, think is bad, or are shocked by",to arouse/cause controversy,/ˈkɒntrəvɜːsi/,data/audio/oxford/xcontroversy__us_1.ogg,oxford,oxford
convenience,b2,noun,oxford_3000_5000,"the quality of being useful, easy or suitable for somebody",We have provided seats for the convenience of our customers.,/kənˈviːniəns/,data/audio/oxford/xconvenience__us_1.ogg,oxford,oxford
convenient,b1,adjective,oxford_3000_5000,"useful, easy or quick to do; not causing problems",Fruit is a convenient source of vitamins and energy.,/kənˈviːniənt/,data/audio/oxford/xconvenient__us_1.ogg,oxford,oxford
convention,b2,noun,oxford_3000_5000,the way in which something is done that most people in a society expect and consider to be polite or the right way to do it,the rigid social conventions of Victorian Britain,/kənˈvenʃn/,data/audio/oxford/xconvention__us_1.ogg,oxford,oxford
conventional,b2,adjective,oxford_3000_5000,"tending to follow what is done or considered acceptable by society in general; normal and ordinary, and perhaps not very interesting",conventional behaviour/morality,/kənˈvenʃənl/,data/audio/oxford/xconventional__us_1.ogg,oxford,oxford
conversation,a1,noun,oxford_3000_5000,an informal talk involving a small group of people or only two; the activity of talking in this way,a phone conversation,/ˌkɒnvəˈseɪʃn/,data/audio/oxford/xconversation__us_1.ogg,oxford,oxford
conversion,c1,noun,oxford_3000_5000,"the act or process of changing something from one form, use or system to another",Their main business is the conversion of farm buildings into family homes.,/kənˈvɜːʃn/,data/audio/oxford/xconversion__us_1_rr.ogg,oxford,oxford
convert,b2,verb,oxford_3000_5000,"to change or make something change from one form, purpose, system, etc. to another","convert something, They took just nine months to convert the building.",/kənˈvɜːt/,data/audio/oxford/xconvert__us_1.ogg,oxford,oxford
convey,b2,verb,oxford_3000_5000,"to make ideas, feelings, etc. known to somebody","convey something, Colours like red convey a sense of energy and strength.",/kənˈveɪ/,data/audio/oxford/xconvey__us_1.ogg,oxford,oxford
convict,c1,verb,oxford_3000_5000,to decide and state officially in court that somebody is guilty of a crime,"be convicted (of something), He was convicted of fraud.",/kənˈvɪkt/,data/audio/oxford/xconvict__us_1.ogg,oxford,oxford
conviction,c1,noun,oxford_3000_5000,the act of finding somebody guilty of a crime in court; the fact of having been found guilty,He plans to appeal against his conviction.,/kənˈvɪkʃn/,data/audio/oxford/xconviction__us_1.ogg,oxford,oxford
convince,b1,verb,oxford_3000_5000,to make somebody/yourself believe that something is true,"convince somebody/yourself, Are the prime minister's assurances enough to convince the public?",/kənˈvɪns/,data/audio/oxford/xconvince__us_1.ogg,oxford,oxford
convinced,b2,adjective,oxford_3000_5000,completely sure about something,Sam nodded but he didn't look convinced.,/kənˈvɪnst/,data/audio/oxford/xconvinced__us_1.ogg,oxford,oxford
convincing,b2,adjective,oxford_3000_5000,that makes somebody believe that something is true,a convincing argument/explanation/case,/kənˈvɪnsɪŋ/,data/audio/oxford/xconvincing__us_1.ogg,oxford,oxford
cook,a2,noun,oxford_3000_5000,a person who cooks food or whose job is cooking,John is a very good cook (= he cooks well).,/kʊk/,data/audio/oxford/cook__us_1.ogg,oxford,oxford
cook,a1,verb,oxford_3000_5000,"to prepare food by heating it, for example by boiling, baking or frying it",Where did you learn to cook?,/kʊk/,data/audio/oxford/cook__us_1.ogg,oxford,oxford
cooker,a2,noun,oxford_3000_5000,"a large piece of equipment for cooking food, containing an oven and gas or electric rings on top",a gas cooker,/ˈkʊkə(r)/,data/audio/oxford/cooker__us_2.ogg,oxford,oxford
cooking,a1,noun,oxford_3000_5000,the process of preparing food by heating it,My husband does all the cooking.,/ˈkʊkɪŋ/,data/audio/oxford/cooking__us_3.ogg,oxford,oxford
cool,a1,adjective,oxford_3000_5000,fairly cold; not hot or warm,cool air/water,/kuːl/,data/audio/oxford/cool__us_1.ogg,oxford,oxford
cool,b1,verb,oxford_3000_5000,to become cool or cooler; to make somebody/something become cool or cooler,Glass contracts as it cools.,/kuːl/,data/audio/oxford/cool__us_1.ogg,oxford,oxford
cooperate,c1,verb,oxford_3000_5000,to work together with somebody else in order to achieve something,The two groups agreed to cooperate with each other.,/kəʊˈɒpəreɪt/,data/audio/oxford/cooperate__us_1.ogg,oxford,oxford
cooperative,c1,adjective,oxford_3000_5000,involving doing something together or working together with others towards a shared aim,Cooperative activity is essential to effective community work.,/kəʊˈɒpərətɪv/,data/audio/oxford/cooperative__us_1.ogg,oxford,oxford
coordinate,c1,verb,oxford_3000_5000,to organize the different parts of an activity and the people involved in it so that it works well,"coordinate something, They appointed a new manager to coordinate the work of the team.",/kəʊˈɔːdɪneɪt/,data/audio/oxford/coordinate__us_1.ogg,oxford,oxford
coordination,c1,noun,oxford_3000_5000,"the act of making parts of something, groups of people, etc. work together in an efficient and organized way",The aim was to improve the coordination of services.,/kəʊˌɔːdɪˈneɪʃn/,data/audio/oxford/coordination__us_1.ogg,oxford,oxford
coordinator,c1,noun,oxford_3000_5000,a person who organizes the different parts of an activity and the people involved in it so that it works well,The campaign needs an effective coordinator.,/kəʊˈɔːdɪneɪtə(r)/,data/audio/oxford/coordinator__us_1.ogg,oxford,oxford
cop,c1,noun,oxford_3000_5000,a police officer,Somebody call the cops!,/kɒp/,data/audio/oxford/cop__us_1.ogg,oxford,oxford
cope,b2,verb,oxford_3000_5000,to deal successfully with something difficult,I got to the stage where I wasn't coping any more.,/kəʊp/,data/audio/oxford/cope__us_1.ogg,oxford,oxford
